iterations,mean_loss,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
80,4.215220700152207,1696877185,False,81,1faf0_00002,2023-10-09_14-46-25,0.10209798812866211,8.251959323883057,90598,M-Q60T6533T0,127.0.0.1,8.251959323883057,81,
81,4.215033072760073,1696877185,False,82,1faf0_00002,2023-10-09_14-46-25,0.10288071632385254,8.35484004020691,90598,M-Q60T6533T0,127.0.0.1,8.35484004020691,82,
82,4.214850014850015,1696877185,False,83,1faf0_00002,2023-10-09_14-46-25,0.10178995132446289,8.456629991531372,90598,M-Q60T6533T0,127.0.0.1,8.456629991531372,83,
83,4.214671361502347,1696877185,False,84,1faf0_00002,2023-10-09_14-46-25,0.10333800315856934,8.559967994689941,90598,M-Q60T6533T0,127.0.0.1,8.559967994689941,84,
84,4.214496955639316,1696877186,False,85,1faf0_00002,2023-10-09_14-46-26,0.10219502449035645,8.662163019180298,90598,M-Q60T6533T0,127.0.0.1,8.662163019180298,85,
85,4.21432664756447,1696877186,False,86,1faf0_00002,2023-10-09_14-46-26,0.10153508186340332,8.763698101043701,90598,M-Q60T6533T0,127.0.0.1,8.763698101043701,86,
86,4.2141602945341265,1696877186,False,87,1faf0_00002,2023-10-09_14-46-26,0.10202193260192871,8.86572003364563,90598,M-Q60T6533T0,127.0.0.1,8.86572003364563,87,
87,4.2139977603583425,1696877186,False,88,1faf0_00002,2023-10-09_14-46-26,0.10166597366333008,8.96738600730896,90598,M-Q60T6533T0,127.0.0.1,8.96738600730896,88,
88,4.213838915029062,1696877186,False,89,1faf0_00002,2023-10-09_14-46-26,0.10430479049682617,9.071690797805786,90598,M-Q60T6533T0,127.0.0.1,9.071690797805786,89,
89,4.2136836343732895,1696877186,False,90,1faf0_00002,2023-10-09_14-46-26,0.1046600341796875,9.176350831985474,90598,M-Q60T6533T0,127.0.0.1,9.176350831985474,90,
90,4.213531799729364,1696877186,False,91,1faf0_00002,2023-10-09_14-46-26,0.10207724571228027,9.278428077697754,90598,M-Q60T6533T0,127.0.0.1,9.278428077697754,91,
91,4.21338329764454,1696877186,False,92,1faf0_00002,2023-10-09_14-46-26,0.10141396522521973,9.379842042922974,90598,M-Q60T6533T0,127.0.0.1,9.379842042922974,92,
92,4.213238019592269,1696877187,False,93,1faf0_00002,2023-10-09_14-46-27,0.10515403747558594,9.48499608039856,90598,M-Q60T6533T0,127.0.0.1,9.48499608039856,93,
93,4.213095861707701,1696877187,False,94,1faf0_00002,2023-10-09_14-46-27,0.10191512107849121,9.58691120147705,90598,M-Q60T6533T0,127.0.0.1,9.58691120147705,94,
94,4.212956724540036,1696877187,False,95,1faf0_00002,2023-10-09_14-46-27,0.1004791259765625,9.687390327453613,90598,M-Q60T6533T0,127.0.0.1,9.687390327453613,95,
95,4.212820512820513,1696877187,False,96,1faf0_00002,2023-10-09_14-46-27,0.10065197944641113,9.788042306900024,90598,M-Q60T6533T0,127.0.0.1,9.788042306900024,96,
96,4.212687135244862,1696877187,False,97,1faf0_00002,2023-10-09_14-46-27,0.10287165641784668,9.890913963317871,90598,M-Q60T6533T0,127.0.0.1,9.890913963317871,97,
97,4.2125565042692115,1696877187,False,98,1faf0_00002,2023-10-09_14-46-27,0.10510897636413574,9.996022939682007,90598,M-Q60T6533T0,127.0.0.1,9.996022939682007,98,
98,4.212428535918469,1696877187,False,99,1faf0_00002,2023-10-09_14-46-27,0.10107803344726562,10.097100973129272,90598,M-Q60T6533T0,127.0.0.1,10.097100973129272,99,
99,4.212303149606299,1696877187,False,100,1faf0_00002,2023-10-09_14-46-27,0.10511493682861328,10.202215909957886,90598,M-Q60T6533T0,127.0.0.1,10.202215909957886,100,
